Gene	RC1A	RC1B	RC2A	RC2B	RC3A	RC3B	RC4A	RC4B	RH1A	RH1B	RH2A	RH2B	RH3A	RH3B	RH4A	RH4B	YC0A	YC0B	YC1A	YC1B	YC2A	YC2B	YC3A	YC3B	YC4A	YC4B	YH1A	YH1B	YH2A	YH2B	YH3A	YH3B	YH4A	YH4B	YM9A	YM9B
CNAG_04247	0.177077	0.719516	2.43181	4.7414	2.5494	5.08304	5.64889	6.23382	0.141063	0.764664	3.67734	4.57544	1.23532	1.72541	2.43851	5.43193	0.338711	1.71391	0.22223	1.20587	4.05965	5.44448	8.40385	14.5168	8.04542	10.0217	1.28404	1.20002	6.36599	3.5828	5.69646	10.2447	7.42161	11.159	4.03587	5.4142
CNAG_04248	12.7128	15.4949	5.76846	2.97517	6.10227	6.29594	6.57521	4.63665	8.71484	18.2287	13.9406	24.407	1.34682	9.77254	7.77708	28.0578	12.8708	11.6327	34.1009	12.9926	10.6096	0	1.08496	0.22979	1.64014	1.79849	16.5105	9.87027	4.77238	9.68157	4.46642	3.32387	10.7701	2.31778	1.80775	1.24562
CNAG_04252	3.53002	1.1959	8.28783	8.85836	6.47391	7.78649	9.13089	10.8165	4.20333	9.2064800000000009	10.9041	8.01937	5.06132	3.22442	7.82335	13.5318	5.9111	1.63077	3.60428	0.790983	5.47085	4.12334	4.59372	6.58502	5.32998	4.91888	3.31789	2.30237	8.56001	6.30926	4.34435	10.5777	7.71789	7.52642	6.21575	6.95909
CNAG_04253	12.8958	10.8792	25.1387	20.1945	15.1998	18.5321	11.3605	15.1774	9.31107	29.0587	16.5742	31.8444	5.27612	13.2414	9.87304	22.5794	33.3991	25.4635	9.67361	18.7594	15.4322	13.6493	18.1127	15.4222	14.3733	20.375	22.309	18.2358	16.4932	15.4178	11.0752	19.6002	13.6677	13.1358	14.0552	9.12797
CNAG_04254	0	0	4.29607	1.18016	4.55523	5.60862	4.25732	5.76955	0.932943	2.85463	5.44642	8.03455	2.17869	4.25727	5.15882	10.0841	3.04765	1.5728	1.50604	0.427847	2.20276	2.41387	2.55784	2.57302	3.057	5.89244	1.03521	0	1.70791	0	3.81846	5.91559	6.92086	10.2269	1.06898	3.47533
CNAG_04255	1.73342	0	3.10588	6.41383	2.46009	10.6012	6.00483	5.41395	0.654001	2.48169	10.7407	15.4808	2.86372	6.74946	6.14891	15.8802	1.67101	0.483173	1.11099	0.312079	1.62803	0	1.41297	2.99304	4.63297	5.69832	0.915088	0.458583	3.69705	5.2531	8.47839	11.4892	5.88263	4.53432	9.3949	3.65945
CNAG_04256	10.6596	5.87596	5.04647	1.97981	2.2945	4.2321	10.8618	6.67644	4.71706	11.4936	7.57364	8.8871	2.75392	12.0067	4.34556	13.4161	7.02141	6.60612	2.94037	4.42209	0.307115	2.75491	0.713561	1.02001	1.61534	1.39019	5.54479	5.57538	2.38899	3.18478	6.78652	4.40749	1.97064	3.99252	1.34301	1.07072
CNAG_04257	8.69273	16.5608	20.0066	19.7688	22.1733	17.723	29.0107	21.6703	16.9904	58.2077	23.9416	28.6352	18.4033	22.0096	16.7874	29.3813	30.0676	15.3171	25.7719	17.2861	25.3263	30.5567	38.745	23.2276	36.5904	25.2866	29.1362	33.8243	71.1988	71.8028	46.2641	114.158	41.9462	40.0259	46.125	52.1359
CNAG_04258	1.62132	4.46542	19.5688	31.0233	5.43632	9.90775	10.3859	33.9417	4.62736	9.22598	9.72153	25.1425	8.10127	23.6483	5.03946	26.7375	0	5.29921	4.25431	5.27891	18.7563	23.1291	13.487	17.7148	12.2936	30.2741	7.86285	19.1529	25.0444	22.0493	18.3656	32.3248	26.4036	29.013	20.0035	16.4543
CNAG_04259	65.8854	40.6159	77.5952	115.021	53.6595	63.8614	68.2758	73.9912	23.4915	67.1113	27.1985	26.2942	12.8566	52.3196	9.93645	22.2193	33.8838	6.64996	45.4861	57.7935	133.528	134.081	191.706	144.448	150.505	140.743	78.4068	109.232	170.719	194.827	113.872	140.598	94.4526	69.1396	99.1079	111.897
CNAG_04260	10.0152	5.03542	10.1639	14.877	12.5524	13.7886	14.5316	10.514	0.872811	14.9273	7.63609	12.5989	9.93654	13.3693	6.29418	12.6629	10.6664	3.56888	6.5561	7.32162	21.9157	25.3857	31.4187	26.6568	28.0651	27.6205	17.3835	11.262	28.1812	33.7245	28.7132	27.611	29.1161	22.8939	20.4504	35.4816
CNAG_04261	0	0.937013	4.93958	11.2107	7.05321	10.03	16.3247	12.3923	0.52613	0	10.0215	10.0357	1.38227	13.392	0.380125	3.6043	5.2926	0	0	1.9786	26.3163	17.6096	19.7108	29.5377	13.4942	8.9844	6.14108	5.79931	12.7493	12.4446	9.60532	17.0826	15.4565	5.95937	16.727	8.32792
CNAG_04262	0.714323	1.4543	0.927469	1.06119	4.021495	1.96583	5.3045	3.95026	2.52397	0.513379	3.1613200000000004	4.2302669999999996	1.47355	2.08754	3.84219	8.44172	2.73834	5.66228	1.35214	0.384497	3.2956160000000003	2.95572	3.25374	1.627486	2.74442	2.80308	1.00266	1.34435	7.250450000000001	6.3865300000000005	5.45401	4.72612	3.30435	6.73245	0.480169	3.0680780000000003
CNAG_04263	4.70108	0.335395	4.82442	3.31081	4.55292	6.98577	5.21905	6.15191	6.27167	10.6786	7.74856	8.19579	6.00717	7.2319	4.3781	7.15289	5.68384	0.983957	11.5138	5.94439	10.9174	12.5215	10.972	9.40593	12.8625	9.82661	25.9371	21.7015	15.2818	15.0464	11.0839	18.409300000000002	10.6702	12.6725	13.2831	14.1535
CNAG_04264	1.30977	3.55419	6.37833	14.1099	6.20322	7.08754	10.408	9.05174	1.804	5.17846	8.65888	7.94131	3.38533	10.5265	5.94558	4.87391	6.27405	5.19585	17.7518	7.16611	9.05486	5.77622	8.76633	5.01244	5.55646	9.9364	15.3269	17.8094	15.5004	17.6068	10.9852	27.0774	12.3465	9.52925	11.0003	11.1238
CNAG_04265	10.4141	6.59547	8.26264	3.09442	4.58162	5.88035	8.16423	8.63791	7.63804	13.9722	8.25441	9.54299	6.92777	5.4106	6.09737	12.7641	7.9835	10.027	18.8309	17.812	7.3646	4.78664	4.27737	2.12673	3.92962	5.13895	11.3803	12.8951	6.9692	9.96029	8.53279	34.4497	11.1723	11.8932	10.2656	7.49597
CNAG_04266	5.48316	2.23764	7.49578	8.94768	3.75997	12.1253	5.8541	9.86969	3.39264	11.8045	8.61421	14.6535	2.97107	10.1458	4.89832	13.4232	4.21313	2.7778	8.3523	5.51635	14.2603	9.73041	13.2922	7.69465	17.4042	22.2214	17.7887	14.6943	16.4581	28.9976	12.9178	18.1513	19.2081	17.0238	12.5687	10.4122
CNAG_04267	1.43229	6.83267	17.9973	29.7106	9.37968	16.1724	14.9381	9.43262	5.46686	14.3708	11.5396	20.3257	5.26635	11.8535	7.11074	12.5089	16.5399	3.20849	20.1027	16.4867	16.7268	17.5542	10.0763	16.0077	7.0327	12.3957	15.8121	17.3733	10.2081	16.4277	13.061	15.4188	17.187	9.93912	17.4265	13.6914
CNAG_04268	4.84861	5.47847	9.52929	8.80935	6.193	5.45039	6.01293	5.21004	4.04689	4.64941	6.2848	7.4005	2.05178	9.44757	6.14014	9.90956	5.15786	3.05854	4.40711	5.60304	4.21263	4.00304	3.16803	2.65305	2.2812	2.3452	5.73475	4.22092	8.50891	1.2855	2.89841	6.23571	7.25364	6.44305	4.70143	5.92205
CNAG_04269	21.2594	14.4568	30.2162	26.8108	25.8246	19.0051	24.0167	22.8099	8.23211	32.0421	31.4745	46.9091	13.337	24.8453	25.2544	52.9798	71.4528	19.4561	44.5043	31.5057	26.6422	28.2823	12.8782	6.36398	12.1051	8.73234	43.3645	41.3184	37.9935	26.8179	25.6684	29.0285	26.129	17.4079	15.762	20.6634
CNAG_04270	12.5746	7.36097	4.50439	9.30328	7.64331	7.60567	7.3156	5.61195	11.4941	19.2838	13.431	17.5057	9.47389	11.3657	2.44539	21.1545	10.3939	10.0049	20.7444	21.3497	16.8901	9.5544	8.79332	4.65671	5.17588	9.38965	32.2711	40.4226	12.7645	11.9866	18.1435	4.46542	18.3102	17.2475	10.9584	10.5478
CNAG_04271	4.8429	5.5629	4.02924	4.4269	8.97373	6.48575	9.9851	10.5594	0.876455	2.14163	6.48865	6.02539	3.07016	10.8866	4.003	10.1086	3.57085	4.42737	12.6989	12.5673	20.6355	22.4118	13.381	10.5314	18.2388	26.0426	15.1312	14.8211	14.9519	9.35911	9.61284	16.638	16.1389	15.9678	11.5219	12.8497
CNAG_04272	1.21176	9.07213	14.8112	9.88284	24.8983	25.3705	50.4363	54.1343	1.39948	5.21513	13.6083	12.7631	5.71941	22.42	6.0638	28.065	16.3048	6.46852	10.016	8.71116	6.20275	7.74001	18.3071	23.2636	33.1005	23.6765	6.03326	4.46275	12.1126	16.7748	11.7375	7.02134	11.9925	10.4712	14.7182	18.8448
CNAG_04273	18.716	20.2029	38.068600000000004	26.2198	42.9535	39.388	40.434	45.8503	18.4157	11.2718	32.3825	36.0228	14.1925	22.0506	24.5228	45.5159	19.0177	14.7741	25.3471	22.3634	18.5803	18.7956	17.723	21.1611	26.8373	26.0164	17.2174	8.88324	6.98966	20.3639	22.9894	27.7599	28.354	46.5695	9.36013	24.611
CNAG_04274	0	0	0.418193	0.862387	0.332043	0.273577	0.23858	0	0.897099	0	0.608098	0.471013	0.392814	0	0	0	2.23476	0.980915	0.738856	1.88072	1.08141	0	0.313526	0	0	0	0.609074	0.30576	0	0	0	0	0	0	0	0
CNAG_04275	7.8154	1.76953	1.25135	0.644658	0	0.612893	1.25145	0.30032	0.677689	0.623721	2.74244	2.81043	0.296738	1.26874	0.488895	3.79901	1.66592	5.1504	14.8288	8.72966	0.401701	1.44026	0.699501	0.444418	1.5843	3.96779	2.03833	1.82074	1.86525	0	1.30579	2.87348	2.57812	8.20593	0	0.400357
CNAG_04276	5.29519	10.7832	30.5429	33.7081	19.5212	27.7634	9.82452	14.3823	5.9297	10.3278	9.18075	14.0709	5.97176	7.36868	3.63488	10.5939	7.97651	7.06244	14.3282	20.4974	33.8775	28.6041	32.4484	30.021	18.5211	24.8651	17.7289	18.0199	22.7686	20.365	14.9834	15.6414	9.80543	12.3235	21.3635	35.6677
CNAG_04277	4.93242	5.44382	8.45006	5.43476	5.99592	4.0404	4.91882	5.29647	4.2184	4.733	5.54328	6.04812	1.91077	5.34004	2.3051	6.08398	3.14509	2.3918	7.10841	9.03598	22.6204	23.5741	11.6915	10.646	6.68535	11.2372	19.3055	19.1437	16.0232	15.2219	11.5383	16.0048	8.12832	9.336	5.14374	6.33728
CNAG_04278	1.66763	0	4.12953	3.89647	5.20674	4.82049	4.33638	9.5425	0.188848	1.02826	3.79515	5.58125	0.992275	3.48166	0.680376	2.29586	0	0.676907	1.19816	0.939629	9.63278	6.15771	12.2159	13.5813	8.82987	9.00806	0.4944	1.24352	4.10688	9.9399	8.81927	16.5431	6.84689	2.84617	9.59088	12.0969
CNAG_04279	7.55819	7.31548	8.73662	13.1668	11.8047	9.55216	9.65335	11.9287	3.94426	14.9158	15.611	14.1283	8.25978	10.7307	5.06557	10.7854	9.50468	2.82444	5.4267	6.50317	24.1921	15.3108	21.2107	16.1846	19.8215	16.6443	22.8418	14.1959	27.3098	22.6406	18.0366	24.6337	23.0564	16.2045	15.0639	16.5815
CNAG_04280	4.82598	18.3674	44.4813	67.3301	73.733	90.8282	115.516	108.528	19.8848	40.1939	73.759	92.968	56.1845	191.773	40.8822	123.682	8.33709	8.43814	8.55906	11.0927	8.05024	4.00733	0.519018	1.4839	0.587905	0.920378	4.7893	6.58403	2.07158	5.79036	9.59658	4.79161	2.87066	0.830539	0.650061	2.22929
CNAG_04281	2.3635	16.1207	34.4766	42.0012	25.5344	35.9523	33.4546	46.9958	13.158	20.3151	39.5969	43.4678	20.4275	61.3591	21.6183	58.4575	13.658	8.36477	18.1344	24.0999	42.06	36.06	26.4859	23.3466	21.6492	22.4828	34.4444	32.8747	28.0424	26.6838	28.8139	35.2386	31.1027	52.0656	21.3248	25.0526
CNAG_04282	1.18465	3.21128	8.21398	4.93205	5.5872	6.132	6.95926	8.18118	3.38101	6.81761	7.29755	9.18727	3.94779	5.77102	4.19564	4.98177	4.08156	1.07717	5.36199	8.83506	14.3694	14.4626	15.1858	17.4458	11.6446	10.0333	7.49806	9.27512	9.87085	13.2743	7.63889	16.4525	11.1739	7.6827	6.04085	5.85248
CNAG_04283	51.2066	66.0127	68.6994	92.5513	88.7634	105.833	109.726	127.079	15.3056	44.4156	33.037	59.4207	44.3883	117.632	41.9689	123.139	21.6243	9.98112	50.517	54.1864	48.0005	60.8978	56.7336	55.2997	36.8247	37.1277	39.8644	50.0644	23.7945	30.5319	34.4881	43.9933	33.2191	31.7158	16.8455	22.4027
CNAG_04284	23.3223	18.7605	41.4742	33.204	27.5119	30.6812	40.919	34.5791	27.7667	27.3403	41.0094	36.5971	23.3437	42.649	37.9354	34.9725	40.1958	16.1107	39.1843	22.5632	38.8068	18.7039	39.6638	22.1111	38.2601	28.6774	25.3529	26.4698	36.7799	31.9747	34.4084	77.973	57.4948	58.1446	69.8756	68.1399
CNAG_04285	34.6717	14.0859	46.3009	65.1509	49.4007	33.5027	54.14	58.5675	30.2422	32.1802	72.3515	70.0325	42.499	49.2526	65.6421	62.1083	25.3139	23.9793	45.7452	24.3054	34.4087	23.6337	42.8585	18.4819	48.6622	37.7856	40.1486	34.2634	33.2719	61.4553	52.2759	96.2943	76.1684	57.3318	44.4879	61.7226
CNAG_04286	48.6833	18.8298	28.9345	42.8689	17.3102	32.9224	20.9044	28.5924	6.79395	33.1612	23.0515	25.477	4.75847	26.4799	2.96383	26.9904	0	6.30128	23.2039	39.5197	68.2981	55.9469	83.7911	61.4866	82.8347	77.3235	67.7654	50.3831	84.3419	99.4317	87.9479	64.7869	51.9097	49.303	34.8933	66.6532
CNAG_04287	167.137	90.163	83.579	197.241	58.7828	94.7245	43.6676	69.8521	21.2027	98.2405	49.0698	64.9989	9.89844	67.2718	25.7005	44.0807	19.897	14.2491	159.614	130.747	336.525	324.947	238.547	276.75	192.025	254.757	251.001	263.915	292.853	333.211	232.768	254.262	175.453	166.277	115.335	216.929
CNAG_04288	42.8449	47.6891	7.1299	11.7864	7.33364	5.15591	11.7403	7.61499	14.1449	34.2015	13.3002	15.3861	14.342	13.5764	10.7762	10.4233	34.6304	23.7919	105.156	89.4127	48.8844	35.239	18.4761	10.3604	12.3438	12.7762	102.415	90.9344	31.1027	29.0889	20.2031	57.813	13.5912	12.2173	9.46953	10.3383
CNAG_04289	19.1507	18.0505	23.1614	23.5278	17.9697	17.1419	12.4954	17.103	13.5635	17.3742	22.4692	18.4934	14.9198	12.9804	16.9212	13.4978	21.1103	5.32804	27.456	14.3275	32.4858	26.4226	38.994	29.7129	33.5957	23.3517	33.5594	24.7572	40.9882	30.7457	33.024	33.7241	25.1299	19.5199	25.9665	23.6825
CNAG_04290	185.181	242.665	308.902	217.476	272.999	416.684	258.064	223.159	77.5136	219.621	307.954	239.109	150.205	168.751	131.372	274.95	169.328	93.5229	314.16	313.564	413.065	315.263	540.549	552.698	747.168	588.296	305.697	175.791	317.065	275.414	447.979	329.661	947.017	427.563	642.736	652.206
CNAG_04291	17.329	27.9687	33.6718	30.4472	20.4987	19.6277	11.5705	13.7845	7.88447	19.3301	21.4214	40.5717	4.74704	19.3738	9.2543	6.16883	39.4948	60.8816	31.8657	36.4587	13.7558	17.1278	24.9585	24.6682	40.3444	66.23	24.243	30.4143	47.6301	20.1068	33.8499	26.5669	27.6014	35.539	22.533	22.3785
CNAG_04292	21.0677	19.4437	18.5512	22.1588	24.7869	22.3817	28.6545	22.1363	10.9255	33.1292	27.952	20.9357	12.7573	11.2493	8.64496	17.2166	9.15213	5.33426	38.9786	40.0815	81.1679	71.4848	77.1624	57.8996	91.6556	71.0081	56.0343	56.5839	78.5131	78.6907	35.4817	70.8999	42.7558	51.8105	64.2753	78.7909
CNAG_04293	6.42737	4.5946	3.61322	3.18698	4.72945	5.46103	5.84322	5.29938	2.70198	4.88277	4.37286	6.48737	1.99258	6.43668	4.71186	7.51089	6.83022	4.67567	5.37776	6.97501	2.29228	1.27437	2.28499	2.54034	3.51767	3.43566	3.32919	3.53679	7.44528	9.13749	5.3183	11.2147	7.7458	10.9475	2.87242	5.21474
CNAG_04294	34.3663	18.0337	33.6914	33.7218	14.6293	11.5394	5.24	7.99553	19.8302	39.5762	37.5936	28.0522	9.18987	9.54807	16.0925	12.7822	41.3776	18.714	73.0423	56.2514	53.6665	31.7641	22.6959	11.5403	15.1747	15.610900000000001	60.8747	55.3637	22.9771	18.2184	23.7019	5.43869	20.319	26.3714	15.7091	13.4536
CNAG_04295	4.09368	5.57742	4.90097	7.07817	6.99841	11.5559	8.09905	11.3484	1.56661	6.84746	9.58971	9.95622	2.74391	7.97192	3.01821	10.7281	6.5632	1.14747	5.21806	8.8332	14.6437	14.81	11.8053	15.7051	7.80817	10.2224	14.6919	12.225	8.75767	5.76088	16.9841	14.6879	10.9876	16.5516	8.29687	13.3438
CNAG_04296	12.3793	6.9486	20.9113	23.7346	9.12053	15.7592	16.9716	7.57281	8.33047	13.5676	10.9709	23.0318	5.83633	15.5977	6.42145	8.90287	14.0171	3.26127	29.7432	14.9317	27.2246	19.0728	25.6231	24.2985	19.9711	17.6536	58.207	44.9438	26.9823	19.3477	24.3579	21.7093	17.4839	25.2763	11.8153	23.101
CNAG_04297	0	1.01858	3.21716	6.63974	10.6284	10.1923	3.96914	10.36	0.568913	1.07052	1.16333	4.84751	0.996451	10.9098	1.6447	5.87071	4.31493	2.50784	0	3.49407	6.28824	14.1618	13.757	21.341	12.2393	11.5066	4.71672	2.36545	1.06432	5.41598	5.45593	2.47475	9.25499	6.48688	13.1351	6.97538
CNAG_04298	28.3709	40.7369	17.4382	28.0233	26.6829	27.2988	16.2139	13.5954	7.40043	31.3815	12.607	11.7993	8.5428	7.63271	5.21036	2.22625	6.88741	2.16747	26.0672	26.1861	50.7353	48.1702	62.0409	54.7058	41.0779	40.3905	48.846	48.0465	54.1633	46.1559	42.9394	53.903	28.4471	23.4667	35.2166	36.0886
CNAG_04299	15.0917	13.5993	55.8012	56.5396	43.1285	38.4316	40.1386	44.8133	15.3364	61.9021	61.7919	60.3519	37.2723	79.8576	45.0366	99.6139	0	4.96718	27.3392	39.1154	30.7162	25.7193	32.3316	40.3493	46.6883	28.416	56.1229	21.0677	40.613	31.2582	37.087	49.8142	59.4188	55.3795	35.5177	49.8867
CNAG_04300	6.67119	1.83182	17.1127	11.8079	10.5014	20.7049	12.9078	32.5257	1.94402	3.80569	18.9007	23.9154	1.7023	16.8731	11.2764	24.3706	10.3442	7.33447	19.0896	11.5652	31.8389	18.8935	26.4335	42.0091	33.4239	35.1649	24.2616	15.6845	35.769	44.2231	24.9152	50.9321	34.8148	28.3787	18.209	12.7572
CNAG_04301	4.35195	3.54131	8.58591	7.33082	6.66748	8.87395	8.63094	10.2229	2.74837	10.014	9.37585	9.37912	5.01423	8.76225	4.29213	6.09826	9.44649	1.97532	4.01909	2.70569	6.41024	10.8649	11.3288	9.26775	10.3031	11.9798	8.29067	6.21601	17.9069	13.5072	9.02562	21.1102	12.9597	18.8496	22.9893	11.4376
CNAG_04302	2.5265	0.761356	8.1058	8.76267	8.87224	6.07641	8.12092	7.17557	0.443543	2.42249	5.35613	6.57887	3.10738	6.56379	4.47552	11.5559	3.76319	1.91182	2.12053	1.61095	13.9508	10.2008	14.2613	11.1584	19.8187	19.3478	9.04045	5.42657	18.1349	16.7512	9.06563	15.3187	11.0848	15.3537	17.3401	13.7639
CNAG_04303	22.5805	27.764	27.5753	32.8835	23.9686	28.1524	26.3901	22.0239	9.96906	31.4837	19.2884	18.0528	9.86186	19.5054	11.7056	18.9674	9.35673	6.08623	28.3865	23.7876	48.9792	46.2086	60.2962	45.8881	42.4763	43.6503	47.4575	39.2432	53.846	51.0538	44.1915	62.7344	36.7041	45.6814	28.1126	34.389
CNAG_04304	13.8289	20.253	29.3925	38.3828	26.5122	28.4255	36.9236	34.2142	13.994	44.9834	40.9288	43.2597	18.5076	29.7782	14.416	29.9449	34.8794	10.7124	26.6414	33.6938	56.7626	53.2153	70.024	57.9952	54.467	62.614	57.0274	61.5218	106.953	73.5604	84.9246	149.285	104.937	91.0693	69.9703	84.8266
CNAG_04305	0.904677	2.45852	7.49436	6.04364	3.36702	4.04388	6.32982	9.70048	2.82002	3.2485	3.33055	6.22271	1.54349	0.881158	7.37551	3.95734	2.60388	1.27684	0.572494	2.92361	6.28132	6.00479	5.83284	4.7867	5.50501	5.8598	8.49839	4.50678	16.8363	11.3882	16.0634	8.98136	7.89506	5.44361	6.69919	6.46963
CNAG_04306	10.8254	14.9673	29.0362	79.2221	53.8926	89.3092	58.2205	143.821	2.977	12.254	14.8136	63.7185	13.027	62.9635	10.8288	46.7504	29.589	15.0746	11.5234	32.9524	53.0569	48.6654	27.9643	74.738	78.6444	60.1797	14.1935	36.2205	18.0762	29.7751	38.8153	35.9916	60.5838	47.2346	50.8444	56.4608
CNAG_04307	3.68749	2.0109	11.6469	0	12.5936	3.81665	3.01485	2.55671	2.24823	2.11384	3.06386	2.3926	0	1.43607	2.43719	8.37208	5.6791	8.66778	3.7665	8.22501	24.1337	7.3997	17.9704	11.6733	6.64351	17.8852	7.37075	5.05859	23.1194	22.2725	24.2292	13.4367	16.8831	26.8879	3.98934	13.0788
CNAG_04308	2.73992	4.66638	3.44414	6.09088	3.12253	3.22267	3.9251	0	1.04832	3.92823	4.27844	2.77662	1.83613	2.00086	1.89348	7.18021	18.4502	7.67941	16.5906	18.722	4.47483	0.381275	0.370403	1.88279	3.91988	1.0527	6.47611	7.58103	4.88441	0.826299	6.65484	1.13432	4.8747	3.56114	9.2556	3.50903
CNAG_04309	31.1508	17.4356	20.6257	4.73101	12.7139	4.13347	13.3679	7.75703	17.57	30.8917	6.20499	6.48135	7.95878	12.4415	15.3303	9.76086	10.7713	4.90816	56.1966	57.2071	46.4003	31.6642	23.8279	18.446	12.1249	9.24442	83.331	67.5192	35.2475	15.4634	18.9961	33.0811	17.4254	12.5067	14.0553	8.59475
CNAG_04310	1.1128	1.51063	2.6747	2.20399	4.04229	1.74539	5.20079	1.02576	0.290937	3.19872	2.93696	3.89967	0.764349	2.52934	2.72748	5.51973	4.97767	3.14901	2.80976	1.46432	3.76676	2.25195	5.17016	2.02137	6.30338	4.6504	3.86301	4.66013	6.91237	5.32492	2.89358	2.45431	7.5537	5.08753	20.4504	36.8463
CNAG_04311	3.15685	5.35824	11.9472	8.20482	7.01273	7.79839	8.1317	7.36711	5.25166	3.96925	3.12106	7.34108	2.97586	4.61255	6.90703	12.7782	6.81012	1.56218	11.4664	15.1553	21.5103	27.4587	11.219	9.14505	11.9835	12.0033	28.3742	31.0002	22.0519	18.4219	11.6129	17.6253	12.4296	28.437	6.9006	7.81061
CNAG_04312	15.0023	19.7347	21.6055	38.0685	18.2766	33.4727	28.2623	38.1751	3.76194	9.03406	14.4871	31.3374	11.8601	32.9941	9.77302	34.7105	13.9342	6.82369	29.4286	43.9738	46.1962	57.0652	28.8871	29.2661	33.6057	23.4441	28.3116	29.4578	31.1598	24.969	20.1227	44.8469	24.47	14.9922	16.2973	13.6374
CNAG_04313	8.19878	2.23053	6.29244	1.62174	5.30999	7.20079	4.48912	6.0544	0.422798	3.13796	4.5801	3.98375	2.22157	4.25844	2.13652	4.30103	1.04994	0.92306	4.85653	7.65914	22.8446	22.7326	20.0217	25.0678	23.7983	20.0602	12.8698	10.9137	30.4694	22.9924	27.073	26.2361	21.7942	16.0263	8.10678	12.1505
CNAG_04314	32.835	53.608599999999996	18.88713	22.062980000000003	6.87068	6.18555	4.698320000000001	4.59617	12.28745	35.0362	5.8594930000000005	19.89678	7.6177893	20.3815	3.34296	6.46616	15.15324	59.3344	37.2635	62.8272	12.474889999999998	17.81263	0.249638	0.377373	1.79319	1.06228	28.812399999999997	46.7434	7.97746	4.95778	4.87565	12.65877	4.962289999999999	11.18392	0	2.54769
CNAG_04315	17.5371	17.0021	11.8732	6.38024	8.00792	5.89424	3.54324	6.92728	4.77708	9.25988	3.02444	7.23509	2.95302	9.76199	2.83678	6.26614	8.23206	12.1583	26.196	31.7225	15.5218	18.3637	7.86363	5.60518	7.961	11.4161	35.5825	32.5895	13.3418	25.6801	13.9527	13.6157	15.8941	16.5597	6.73634	14.4764
CNAG_04316	6.93567	17.9645	4.12702	5.76433	2.93522	4.8956	6.41877	6.76028	3.89159	3.81635	9.43856	9.72019	3.97596	9.14284	5.84064	10.7253	17.564	9.86378	14.3481	17.7696	4.68097	5.71609	8.92624	6.29315	5.82844	6.62535	12.2652	16.492	14.6606	12.6337	11.313	9.77957	11.3355	10.0847	10.3968	20.3154
CNAG_04317	0.478596	1.30102	0.689291	0	0.821659	0	0	0	0	0	0.502821	1.54948	0.325943	0	0.537152	0	0	0	0.606217	1.03129	1.3304	0.264911	0	0.490478	1.16591	0.182523	0.499901	0	0	2.29669	0.28835	0	0.355805	0	3.22315	1.32627
CNAG_04318	0.838235	1.58929	4.96871	7.48202	6.56638	8.28358	7.4334	9.71995	0.801914	6.03329	9.02004	6.09111	3.51127	6.8609	5.19812	7.64099	1.28255	2.10049	1.05167	1.08149	7.68443	6.44154	12.2442	7.77852	8.42329	8.59956	3.73285	2.53389	11.5736	12.3677	12.3798	11.9157	12.2611	8.8487	6.51714	7.72417
CNAG_04319	0	0	1.09134	9.04353	6.01621	5.05268	8.00701	10.7086	4.40867	2.18553	10.0092	16.2818	0.964913	5.97234	8.79937	14.6674	2.98237	1.67709	2.00903	1.11025	5.90228	5.24472	1.69886	12.9567	7.09469	7.90575	3.30154	1.64644	6.47694	0	38.5191	33.1488	13.6486	24.6515	8.40702	13.3124
CNAG_04320	25.4097	37.6693	59.2309	67.2086	75.9049	97.168	120.714	156.296	13.3108	31.1854	70.1893	111.044	43.7917	152.543	38.4169	145.092	40.7829	34.1571	41.5271	48.9407	53.0517	44.9868	89.1357	92.2827	121.672	136.467	32.7991	35.8623	69.4331	62.0493	107.375	65.7427	88.731	129.507	55.9899	47.3382
CNAG_04321	2.81002	1.38526	15.3105	14.8116	12.1904	16.2281	16.4792	20.9969	2.02221	5.87973	17.3498	19.8143	9.73997	12.1954	15.8842	16.7834	7.82517	6.96442	2.57092	4.85517	12.9191	10.9631	17.0641	13.009	13.3865	11.6949	8.75149	4.13515	31.5516	15.2334	14.0418	27.8775	28.5383	25.3023	13.3731	14.1498
CNAG_04322	651.342	979.394	162.622	277.174	34.9271	49.2702	28.1337	5.97466	182.873	1124.1	101.625	439.792	60.7987	705.331	9.85628	65.1492	101.521	519.888	889.242	1033.51	39.4942	76.9794	30.1625	0	3.81909	1.76049	677.752	802.958	87.884	254.734	37.5351	201.027	45.7136	103.577	12.2129	21.5851
CNAG_04323	30.3335	49.4286	19.696	26.2145	24.7721	22.3756	25.8809	17.5469	15.9647	32.1499	11.6628	17.2151	8.41693	22.9653	6.68937	15.4456	6.66677	8.04474	43.2494	56.4269	36.3094	46.059	42.2187	44.4703	27.9614	29.2596	49.2946	59.226	47.7244	43.4521	36.0564	52.5178	21.9495	22.7115	15.6692	18.3524
CNAG_04324	1.74618	7.58348	8.31242	9.33931	12.625	11.6675	10.5187	12.3113	0.823176	2.5101	5.53572	6.7771	0.480588	3.06187	1.58279	15.8985	2.67734	9.29591	14.54	18.0454	11.5978	15.2182	13.2847	15.8102	12.567	11.9318	8.3602	7.49187	10.0159	9.18603	8.16632	9.81989	6.71859	5.3847	2.34729	5.13495
